ROWNUM,object_id,+PRIVILEGES,project_id,Data.AxisNumber,Data.CompressionAlgorithm,Data.DataLength,Data.DataSize,Data.ImgNumber,Data.InstrumentMode,Data.ObservationMode,Data.OnBoardSoftwareVersion,Data.PlanningId,Data.SimInputConfId,Data.VisNominalChain,Data.VisSequence,Data.VisSequenceEndTime,Data.ObservationDateTime.MJD,Data.ObservationDateTime.OBT,Data.ObservationDateTime.UTC,Data.FrameFitsFile.Format,Data.FrameFitsFile.Version,Data.ExposureTime.Unit,Data.ExposureTime.Value,Data.FrameFitsFile.DataContainer.ChecksumMethod,Data.FrameFitsFile.DataContainer.ChecksumValue,Data.FrameFitsFile.DataContainer.FileName,Data.FrameFitsFile.DataContainer.Filestatus,OBJECT_ID$
3146,054C090A618AC5C2E06330061AAC9F41,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2886144000,,"false","FlatField",1970-03-16 07:52:34.195000,60200.665513754575,1970-03-16 07:51:08.083000,2023-09-13 15:58:20.388395,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65673-1-C_20230913T153954.000000Z_04_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3147,054C1EB3C0F9DA6AE06330061AACB263,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2886144128,,"false","FlatField",1970-03-16 08:10:30.193000,60200.677967480384,1970-03-16 08:09:04.084000,2023-09-13 16:16:16.390305,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65673-1-C_20230913T161004.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3148,054C2D3A4E27E7DCE06330061AAC51D8,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2886144128,,"false","FlatField",1970-03-16 08:04:21.193000,60200.673696639475,1970-03-16 08:02:55.084000,2023-09-13 16:10:07.389651,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65673-1-C_20230913T161004.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3149,054C4B8592030440E06330061AACE669,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2886144256,,"false","FlatField",1970-03-16 08:48:47.187000,60200.704553175696,1970-03-16 08:47:21.083000,2023-09-13 16:54:33.394380,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65674-1-C_20230913T164319.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3150,054C54D137D30D6EE06330061AAC9B05,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2886144256,,"false","Bias",1970-03-16 08:37:28.710000,60200.69681010641,1970-03-16 08:36:12.084000,2023-09-13 16:43:24.393194,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65674-1-C_20230913T164319.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3151,054C955D68874E8AE06330061AACC137,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2886144512,,"false","FlatField",1970-03-16 10:07:15.188000,60200.75904401314,1970-03-16 10:05:49.084000,2023-09-13 18:13:01.402735,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65674-1-C_20230913T175320.000000Z_04_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3152,054C980BA9E45147E06330061AAC44DA,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2886144512,,"false","Nominal/Short",1970-03-16 10:13:47.730000,60200.762574112,1970-03-16 10:10:54.084000,2023-09-13 18:18:06.403277,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65674-1-C_20230913T175320.000000Z_05_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3153,0494E70FB4C04FEDE06330061AACBD34,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147880704,,"false","Nominal/Short",1970-03-07 04:00:28.832000,60191.5033099967,1970-03-07 03:57:35.083000,2023-09-04 12:04:45.983714,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65633-1-C_20230904T115008.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3154,0494E9A917A051E2E06330061AACAC7E,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147880832,,"false","Bias",1970-03-07 04:17:39.708000,60191.516365575415,1970-03-07 04:16:23.083000,2023-09-04 12:23:33.985716,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65633-1-C_20230904T120750.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3155,049629053D61AC84E06330061AACE55D,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147882752,,"false","Nominal/Short",1970-03-07 08:45:57.860000,60191.69611126475,1970-03-07 08:35:13.084000,2023-09-04 16:42:24.013274,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65634-1-C_20230904T164224.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3156,04962BB393AFAEDFE06330061AAC36B4,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147882752,,"false","Bias",1970-03-07 08:52:13.709000,60191.70703721005,1970-03-07 08:50:57.083000,2023-09-04 16:58:08.014948,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65634-1-C_20230904T164224.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3157,0496627D8A55E83EE06330061AAC9FD4,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147882880,,"false","Nominal/Short",1970-03-07 09:03:39.909000,60191.70840295321,1970-03-07 08:52:55.083000,2023-09-04 17:00:06.015158,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65634-1-C_20230904T170006.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3158,049667C4DC36EDA4E06330061AAC0194,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147882880,,"false","Dark",1970-03-07 09:10:26.868000,60191.71737287654,1970-03-07 09:05:50.083000,2023-09-04 17:13:01.016533,"le1.visRawImage","0.2","s",200.0,,,"EUC_LE1_VIS-65634-1-C_20230904T170006.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3159,04966A45370DF000E06330061AAC9805,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147883136,,"false","Nominal/Short",1970-03-07 09:48:06.726000,60191.74472246211,1970-03-07 09:45:13.083000,2023-09-04 17:52:24.020726,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65634-1-C_20230904T173724.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3160,04966CD998D4F275E06330061AAC9AB3,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147883136,,"false","Nominal/Short",1970-03-07 09:41:19.777000,60191.73456040704,1970-03-07 09:30:35.084000,2023-09-04 17:37:46.019169,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65634-1-C_20230904T173724.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3161,04973A38F8D2CEDEE06330061AAC2954,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147884416,,"false","Bias",1970-03-07 12:49:07.717000,60191.87155139086,1970-03-07 12:47:51.083000,2023-09-04 20:55:02.040170,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65634-1-C_20230904T203918.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3162,04973F80DD25D4FEE06330061AAC1185,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147884928,,"false","Nominal/Short",1970-03-07 13:55:55.868000,60191.911366276334,1970-03-07 13:45:11.084000,2023-09-04 21:52:22.046275,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65634-1-C_20230904T215222.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3163,0497E7DD929181D1E06330061AAC28A8,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147883776,,"false","Nominal/Short",1970-03-07 11:18:52.720000,60191.80775498136,1970-03-07 11:15:59.083000,2023-09-04 19:23:10.030390,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65634-1-C_20230904T190832.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3164,0497EA83354D84BFE06330061AAC21B3,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147882624,,"false","Nominal/Short",1970-03-07 08:28:15.921000,60191.683819576254,1970-03-07 08:17:31.083000,2023-09-04 16:24:42.011389,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65634-1-C_20230904T162420.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3165,0497ED366AC88787E06330061AACB3D5,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147883776,,"false","Nominal/Short",1970-03-07 11:12:05.726000,60191.79759292629,1970-03-07 11:01:21.083000,2023-09-04 19:08:32.028831,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65634-1-C_20230904T190832.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3166,0497F4FE25948EB8E06330061AAC822C,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147885056,,"false","Nominal/Short",1970-03-07 14:13:37.910000,60191.92365796481,1970-03-07 14:02:53.084000,2023-09-04 22:10:04.048160,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65634-1-C_20230904T221004.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3167,04ACAB17B390FE51E06330061AAC5C01,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147891328,,"false","Nominal/Short",1970-03-08 05:17:10.719000,60192.55657575456,1970-03-08 05:14:17.084000,2023-09-05 13:21:28.145194,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65635-1-C_20230905T130628.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3168,04BA41A583B9EFDEE06330061AACCBCC,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147893888,,"false","Nominal/Short",1970-03-08 11:15:43.858000,60192.80011785338,1970-03-08 11:04:59.084000,2023-09-05 19:12:10.182532,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65635-1-C_20230905T191148.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3169,04BA4A050C27F8BEE06330061AAC0DB6,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147894400,,"false","Nominal/Short",1970-03-08 12:28:47.824000,60192.85085868416,1970-03-08 12:18:03.084000,2023-09-05 20:25:14.190311,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65635-1-C_20230905T202452.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3170,04BB11580315F57DE06330061AACE93D,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147896832,,"false","Nominal/Short",1970-03-08 18:14:09.937000,60193.0906970727,1970-03-08 18:03:25.084000,2023-09-06 02:10:36.227082,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65635-1-C_20230906T021036.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3171,04BB16525D83FADCE06330061AAC4CD2,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147896832,,"false","FlatField",1970-03-08 18:21:19.192000,60193.10213227817,1970-03-08 18:19:53.083000,2023-09-06 02:27:04.228834,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65635-1-C_20230906T021036.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3172,04BCCCBEC2E40F86E06330061AAC9FE8,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3322308736,,"false","Dark",1970-03-09 15:01:59.749000,60193.96006204126,1970-03-09 14:55:18.083000,2023-09-06 23:02:29.360365,"le1.visRawImage","0.2","s",325.0,,,"EUC_LE1_VIS-65643-1-C_20230906T225031.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3173,04BD922145DCE4A6E06330061AACA3ED,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",3322304512,,"false","Nominal/Short",1970-03-09 02:59:21.724000,60193.455419942096,1970-03-09 02:48:37.083000,2023-09-06 10:55:48.282997,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65640-1-C_20230906T105440.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3174,04BDA3BE56D0F9BDE06330061AACF659,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",3322304640,,"false","Nominal/Short",1970-03-09 03:20:04.725000,60193.469806541696,1970-03-09 03:09:20.083000,2023-09-06 11:16:31.285203,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65640-1-C_20230906T111523.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3175,04D50C218C6ADA71E06330061AACC697,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3322309760,,"false","Dark",1970-03-09 18:06:39.746000,60194.08830300957,1970-03-09 17:59:58.084000,2023-09-07 02:07:09.380027,"le1.visRawImage","0.2","s",325.0,,,"EUC_LE1_VIS-65645-1-C_20230907T015511.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3176,04D5117925B8E059E06330061AAC4EE3,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3322309888,,"false","Dark",1970-03-09 18:27:22.776000,60194.10268960917,1970-03-09 18:20:41.084000,2023-09-07 02:27:52.382233,"le1.visRawImage","0.2","s",325.0,,,"EUC_LE1_VIS-65645-1-C_20230907T021554.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3177,04D83181F8C7636CE06330061AAC68A3,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087432576,,"false","ChargeInjection",1970-03-10 05:23:37.069000,60194.56132468225,1970-03-10 05:21:07.083000,2023-09-07 13:28:18.452546,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65648-1-C_20230907T132813.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3178,04D8438584497563E06330061AAC95D3,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087432448,,"false","ChargeInjection",1970-03-10 05:06:54.096000,60194.54971586537,1970-03-10 05:04:24.084000,2023-09-07 13:11:35.450768,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65648-1-C_20230907T130056.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3179,04D84822E96279D1E06330061AAC105A,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087432448,,"false","ChargeInjection",1970-03-10 05:00:02.246000,60194.544947338385,1970-03-10 04:57:32.084000,2023-09-07 13:04:43.450037,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65648-1-C_20230907T130056.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3180,04D874AB1905AA3DE06330061AAC534F,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087432704,,"false","ChargeInjection",1970-03-10 05:49:15.268000,60194.57912563977,1970-03-10 05:46:45.084000,2023-09-07 13:53:56.455276,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65648-1-C_20230907T135009.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3181,04D87E50ED93B37DE06330061AAC1F85,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087432704,,"false","ChargeInjection",1970-03-10 06:03:00.019000,60194.588662693735,1970-03-10 06:00:29.084000,2023-09-07 14:07:40.456738,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65648-1-C_20230907T135009.000000Z_04_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3182,04D880D440B5B579E06330061AACEEDB,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087432704,,"false","Bias",1970-03-10 05:44:19.715000,60194.576556190754,1970-03-10 05:43:03.083000,2023-09-07 13:50:14.454881,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65648-1-C_20230907T135009.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3183,04D8B80B5117F4B9E06330061AAC3E5E,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087432832,,"false","ChargeInjection",1970-03-10 06:24:55.275000,60194.60389420224,1970-03-10 06:22:25.084000,2023-09-07 14:29:36.459074,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65648-1-C_20230907T141542.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3184,04D8C61226E2026FE06330061AACCCED,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087432960,,"false","ChargeInjection",1970-03-10 06:36:44.284000,60194.612100235325,1970-03-10 06:34:14.084000,2023-09-07 14:41:25.460332,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65648-1-C_20230907T143738.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3185,04D8DFAD50981C2CE06330061AAC2D72,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087433984,,"false","ChargeInjection",1970-03-10 09:42:48.072000,60194.741313427556,1970-03-10 09:40:18.083000,2023-09-07 17:47:29.480141,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T174724.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3186,04D8E47E4DA020D8E06330061AAC1AA1,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087433984,,"false","ChargeInjection",1970-03-10 09:49:45.135000,60194.746139825016,1970-03-10 09:47:15.084000,2023-09-07 17:54:26.480882,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T174724.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3187,04D8EDE7282B29BCE06330061AAC1A4C,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087433472,,"false","ChargeInjection",1970-03-10 08:07:50.069000,60194.67536423647,1970-03-10 08:05:20.084000,2023-09-07 16:12:31.470031,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T161226.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3188,04D8F2997E2A2E6BE06330061AACE5C6,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087433728,,"false","ChargeInjection",1970-03-10 09:09:08.226000,60194.71793375645,1970-03-10 09:06:38.084000,2023-09-07 17:13:49.476557,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T165955.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3189,04D8F74E931E323FE06330061AAC543A,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087433728,,"false","ChargeInjection",1970-03-10 08:55:19.065000,60194.70833883202,1970-03-10 08:52:49.084000,2023-09-07 17:00:00.475086,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T165955.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3190,04D8FBE4BBB43723E06330061AAC108E,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087433728,,"false","ChargeInjection",1970-03-10 09:02:16.140000,60194.71316522947,1970-03-10 08:59:46.084000,2023-09-07 17:06:57.475826,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T165955.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3191,04D90527AA5E3FD6E06330061AAC647E,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087433600,,"false","ChargeInjection",1970-03-10 08:47:12.198000,60194.702702247945,1970-03-10 08:44:42.084000,2023-09-07 16:51:53.474222,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T163422.000000Z_04_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3192,04D90E2120C248D8E06330061AACBDC9,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087433344,,"false","ChargeInjection",1970-03-10 07:52:51.215000,60194.6649591254,1970-03-10 07:50:21.083000,2023-09-07 15:57:32.468435,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T154653.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3193,04D9154916705065E06330061AAC83DF,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087433984,,"false","ChargeInjection",1970-03-10 09:56:37.240000,60194.750908352,1970-03-10 09:54:07.084000,2023-09-07 18:01:18.481613,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T174724.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3194,04D919EA328954B6E06330061AAC7441,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087433472,,"false","ChargeInjection",1970-03-10 08:21:39.208000,60194.684959160906,1970-03-10 08:19:09.084000,2023-09-07 16:26:20.471502,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T161226.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3195,04D9215EA1366041E06330061AACAD19,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087433600,,"false","ChargeInjection",1970-03-10 08:33:28.296000,60194.69316519398,1970-03-10 08:30:58.084000,2023-09-07 16:38:09.472760,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T163422.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3196,04D9C273D64F0970E06330061AAC1CE7,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087434112,,"false","Bias",1970-03-10 10:03:30.716000,60194.75654493606,1970-03-10 10:02:14.083000,2023-09-07 18:09:25.482476,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65649-1-C_20230907T180920.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3197,04D9D9E17384250CE06330061AAC450B,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087435136,,"false","ChargeInjection",1970-03-10 13:26:58.150000,60194.896985000094,1970-03-10 13:24:28.084000,2023-09-07 21:31:39.504008,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T212100.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3198,04D9EA84FA45358EE06330061AACDAB7,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087434496,,"false","ChargeInjection",1970-03-10 11:33:19.070000,60194.81806124894,1970-03-10 11:30:49.084000,2023-09-07 19:38:00.491908,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T192406.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3199,04D9EF35B7B13A53E06330061AAC5A45,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087434496,,"false","ChargeInjection",1970-03-10 11:19:30.062000,60194.8084663245,1970-03-10 11:17:00.084000,2023-09-07 19:24:11.490437,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T192406.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3200,04D9F40083B63E91E06330061AACB765,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087435008,,"false","ChargeInjection",1970-03-10 12:54:28.068000,60194.87441551559,1970-03-10 12:51:58.083000,2023-09-07 20:59:09.500547,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T205904.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3201,04D9FD95065A4CC0E06330061AACE340,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087434880,,"false","ChargeInjection",1970-03-10 12:39:29.296000,60194.86401040455,1970-03-10 12:36:59.084000,2023-09-07 20:44:10.498953,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T203331.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3202,04DA0235A51750C1E06330061AAC53EC,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087434880,,"false","ChargeInjection",1970-03-10 12:32:37.303000,60194.859241877566,1970-03-10 12:30:07.084000,2023-09-07 20:37:18.498222,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65649-1-C_20230907T203331.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3203,04E35BF46A110CEEE06330061AAC0597,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087436800,,"false","ChargeInjection",1970-03-10 18:28:30.249000,60195.10638351981,1970-03-10 18:26:00.084000,2023-09-08 02:33:11.536112,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65650-1-C_20230908T022924.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
3204,04E433CB64B2E70CE06330061AAC8521,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087437696,,"false","ChargeInjection",1970-03-10 21:19:35.245000,60195.225191601,1970-03-10 21:17:05.084000,2023-09-08 05:24:16.554326,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65651-1-C_20230908T051337.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
