ROWNUM,object_id,+PRIVILEGES,project_id,Data.AxisNumber,Data.CompressionAlgorithm,Data.DataLength,Data.DataSize,Data.ImgNumber,Data.InstrumentMode,Data.ObservationMode,Data.OnBoardSoftwareVersion,Data.PlanningId,Data.SimInputConfId,Data.VisNominalChain,Data.VisSequence,Data.VisSequenceEndTime,Data.ObservationDateTime.MJD,Data.ObservationDateTime.OBT,Data.ObservationDateTime.UTC,Data.FrameFitsFile.Format,Data.FrameFitsFile.Version,Data.ExposureTime.Unit,Data.ExposureTime.Value,Data.FrameFitsFile.DataContainer.ChecksumMethod,Data.FrameFitsFile.DataContainer.ChecksumValue,Data.FrameFitsFile.DataContainer.FileName,Data.FrameFitsFile.DataContainer.Filestatus,OBJECT_ID$
1,02051DBBA65ADB2DE0632F061AAC5E2C,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12296,,"false","Nominal/Short",1970-02-01 22:41:09.731000,60158.2760520685,1970-02-01 22:30:25.084000,2023-08-02 06:37:30.898718,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-00000-1-E_20230802T063727.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
2,02052660A87EEE09E0632F061AACF0A2,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12297,,"false","Nominal/Short",1970-02-01 22:47:46.523000,60158.28621412318,1970-02-01 22:45:03.084000,2023-08-02 06:52:08.900243,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-00000-1-E_20230802T063727.000000Z_02_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
3,02052F9B1D750970E0632F061AACBE44,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12297,,"false","Nominal/Short",1970-02-01 22:58:32.155000,60158.28811227926,1970-02-01 22:47:47.484000,2023-08-02 06:54:52.900928,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-00000-1-E_20230802T065448.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
4,0205384ADCAB2262E0632F061AAC50E0,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12297,,"false","Nominal/Short",1970-02-01 23:05:17.783000,60158.29826275522,1970-02-01 23:02:24.084000,2023-08-02 07:09:29.902051,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-00000-1-E_20230802T065448.000000Z_02_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
5,0206878CC537F3E6E0632F061AACA307,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147507840,,"false","Nominal/Short",1970-02-02 21:17:04.752000,60159.21766250002,1970-02-02 21:06:20.084000,2023-08-03 05:13:26.040002,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T051304.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
6,020692315049058AE0632F061AAC18A9,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147507328,,"false","Nominal/Short",1970-02-02 20:04:00.726000,60159.16692167115,1970-02-02 19:53:16.083000,2023-08-03 04:00:22.032387,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T040000.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
7,02069B33F4AA13C3E0632F061AAC7894,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147507456,,"false","Nominal/Short",1970-02-02 20:28:29.725000,60159.18937541385,1970-02-02 20:25:36.083000,2023-08-03 04:32:42.035757,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65536-1-C_20230803T041804.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
8,020EEC5A9BE91BD2E0632F061AACFC14,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147514752,,"false","Nominal/Short",1970-02-03 13:42:20.840000,60159.90187665121,1970-02-03 13:31:36.084000,2023-08-03 21:38:42.142665,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T213842.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
9,020F1A728D805D89E0632F061AAC9F3F,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147514880,,"false","Nominal/Short",1970-02-03 14:00:02.862000,60159.91416833924,1970-02-03 13:49:18.085000,2023-08-03 21:56:24.144510,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T215624.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
10,020F3B83AC6885ECE0632F061AACC6A0,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147508352,,"false","Nominal/Short",1970-02-02 22:30:08.943000,60159.26840332888,1970-02-02 22:19:24.084000,2023-08-03 06:26:30.047615,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T062608.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
11,020FE34E24BD0240E0632F061AAC5277,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147508864,,"false","Nominal/Short",1970-02-02 23:49:59.735000,60159.329306212414,1970-02-02 23:47:06.083000,2023-08-03 07:54:12.056752,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65536-1-C_20230803T073912.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
12,021012A466FE6FF3E0632F061AAC7A5F,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147509760,,"false","SerialTrapPumpingMultipleReading",1970-02-03 01:57:39.141000,60159.417685995526,1970-02-03 01:54:22.083000,2023-08-03 10:01:28.070013,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65536-1-C_20230803T094544.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
13,02111451B3B74D3BE0632F061AACDF77,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147510912,,"false","Nominal/Short",1970-02-03 04:35:28.939000,60159.52210747316,1970-02-03 04:24:44.083000,2023-08-03 12:31:50.085681,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T123128.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
14,0211D718F426CC89E0632F061AACD8A1,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147511808,,"false","ParallelTrapPumping",1970-02-03 06:49:46.238000,60159.620591440485,1970-02-03 06:46:33.083000,2023-08-03 14:53:39.100458,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65536-1-C_20230803T143800.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
15,02120AAB155B16EFE0632F061AAC49D3,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147512192,,"false","Nominal/Short",1970-02-03 07:37:00.903000,60159.6481725069,1970-02-03 07:26:16.083000,2023-08-03 15:33:22.104597,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T153322.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
16,0212DBA555C75A38E0632F061AACAAA4,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147513088,,"false","Nominal/Short",1970-02-03 09:52:13.721000,60159.747524531296,1970-02-03 09:49:20.083000,2023-08-03 17:56:26.119504,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65536-1-C_20230803T174148.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
17,0212F5A21B63B7E4E0632F061AAC78DF,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147513216,,"false","Bias",1970-02-03 10:09:24.714000,60159.76058010953,1970-02-03 10:08:08.083000,2023-08-03 18:15:14.121463,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65536-1-C_20230803T175930.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
18,02130E9985FEC0C6E0632F061AAC4E0F,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147513472,,"false","Nominal/Short",1970-02-03 10:40:48.728000,60159.77581161747,1970-02-03 10:30:04.084000,2023-08-03 18:37:10.123749,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T183648.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
19,02136348D3FB5001E0632F061AAC77B6,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147514496,,"false","Nominal/Short",1970-02-03 13:06:56.816000,60159.87729327518,1970-02-03 12:56:12.084000,2023-08-03 21:03:18.138976,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T210256.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
20,0214DCE4CC9AE9C5E0632F061AAC6153,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12322,,"false","Nominal/Short",1970-02-03 20:39:25.744000,60160.19151835792,1970-02-03 20:28:41.084000,2023-08-04 04:35:47.186124,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-00000-1-E_20230804T043543.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
21,0217E43AFDA88D98E0632F061AAC4997,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147512320,,"false","Nominal/Short",1970-02-03 07:54:42.907000,60159.66046419493,1970-02-03 07:43:58.084000,2023-08-03 15:51:04.106442,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T155104.000000Z_01_01_01.01.fits.gz","PROPOSED","DpdVisRawFrame"
22,0217F64E53ACA798E0632F061AACDDE7,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147507584,,"false","Nominal/Short",1970-02-02 20:39:24.867000,60159.19150504719,1970-02-02 20:28:40.084000,2023-08-03 04:35:46.036077,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T043546.000000Z_01_01_01.01.fits.gz","PROPOSED","DpdVisRawFrame"
23,0217FD9C58B3B18BE0632F061AAC57D1,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147507584,,"false","Bias",1970-02-02 20:45:40.719000,60159.202430992074,1970-02-02 20:44:24.083000,2023-08-03 04:51:30.037715,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65536-1-C_20230803T043546.000000Z_02_01_01.01.fits.gz","PROPOSED","DpdVisRawFrame"
24,0218FE1DD2063F0AE0632F061AAC8E95,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147507456,,"false","Nominal/Short",1970-02-02 20:21:42.724000,60159.179213359166,1970-02-02 20:10:58.083000,2023-08-03 04:18:04.034232,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T041804.000000Z_01_01_01.01.fits.gz","PROPOSED","DpdVisRawFrame"
25,02190FC204865960E0632F061AAC4D60,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147508608,,"false","Dark",1970-02-02 23:12:19.813000,60159.30195662789,1970-02-02 23:07:43.084000,2023-08-03 07:14:49.052650,"le1.visRawImage","0.2","s",200.0,,,"EUC_LE1_VIS-65536-1-C_20230803T070154.000000Z_02_01_01.01.fits.gz","PROPOSED","DpdVisRawFrame"
26,0219281866638080E0632F061AAC54B0,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147512832,,"false","ParallelTrapPumping",1970-02-03 09:14:34.541000,60159.72022124315,1970-02-03 09:10:01.084000,2023-08-03 17:17:07.115408,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65536-1-C_20230803T170408.000000Z_02_01_01.01.fits.gz","PROPOSED","DpdVisRawFrame"
27,0219303967248C2FE0632F061AAC6BAB,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147512576,,"false","Nominal/Short",1970-02-03 08:39:09.723000,60159.696783702435,1970-02-03 08:36:16.083000,2023-08-03 16:43:22.111891,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65536-1-C_20230803T162844.000000Z_02_01_01.01.fits.gz","PROPOSED","DpdVisRawFrame"
28,021C07F22C050490E0632F061AAC0E42,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147511168,,"false","Nominal/Short",1970-02-03 05:10:52.948000,60159.5466908492,1970-02-03 05:00:08.084000,2023-08-03 13:07:14.089371,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T130714.000000Z_01_01_01.01.fits.gz","PROPOSED","DpdVisRawFrame"
29,021C1048C8A10DE7E0632F061AACA1CC,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147511168,,"false","Dark",1970-02-03 05:17:39.858000,60159.55566077219,1970-02-03 05:13:03.084000,2023-08-03 13:20:09.090717,"le1.visRawImage","0.2","s",200.0,,,"EUC_LE1_VIS-65536-1-C_20230803T130714.000000Z_02_01_01.01.fits.gz","PROPOSED","DpdVisRawFrame"
30,021D58EB21E6AF5EE0632F061AACF74F,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147514112,,"false","Nominal/Short",1970-02-03 12:18:21.722000,60159.84900618901,1970-02-03 12:15:28.083000,2023-08-03 20:22:34.134731,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65536-1-C_20230803T200756.000000Z_02_01_01.01.fits.gz","PROPOSED","DpdVisRawFrame"
31,0221AA43F52376C3E0632F061AAC8C6C,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12329,,"false","Nominal/Short",1970-02-03 23:06:16.722000,60160.298949100026,1970-02-03 23:03:23.083000,2023-08-04 07:10:29.202242,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-00000-1-E_20230804T065547.000000Z_02_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
32,0221B3F3FC458463E0632F061AACB9E7,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12329,,"false","Nominal/Short",1970-02-03 22:59:29.742000,60160.28878704535,1970-02-03 22:48:45.084000,2023-08-04 06:55:51.200718,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-00000-1-E_20230804T065547.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
33,0221BD218303910BE0632F061AACDB47,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12330,,"false","Nominal/Short",1970-02-03 23:17:11.861000,60160.301078733355,1970-02-03 23:06:27.083000,2023-08-04 07:13:33.202562,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-00000-1-E_20230804T071329.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
34,02054B3958AD5A03E0632F061AAC1847,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",12298,,"false","Dark",1970-02-01 23:23:00.004000,60158.30791554976,1970-02-01 23:16:18.084000,2023-08-02 07:23:23.903499,"le1.visRawImage","0.2","s",325.0,,,"EUC_LE1_VIS-00000-1-E_20230802T071230.000000Z_02_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
35,020555121BFB7A8FE0632F061AAC4D3A,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12299,,"false","Nominal/Short",1970-02-01 23:33:54.817000,60158.31268407656,1970-02-01 23:23:10.084000,2023-08-02 07:30:15.904215,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-00000-1-E_20230802T073012.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
36,0205E112712E21FEE0632F061AACEC58,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147508096,,"false","Dark",1970-02-02 21:59:15.719000,60159.25243107891,1970-02-02 21:56:24.083000,2023-08-03 06:03:30.045218,"le1.visRawImage","0.2","s",95.0,,,"EUC_LE1_VIS-65536-1-C_20230803T054850.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
37,0205EB7006FD4543E0632F061AAC7A0F,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147508096,,"false","Nominal/Short",1970-02-02 21:52:28.986000,60159.24224587605,1970-02-02 21:41:44.084000,2023-08-03 05:48:50.043690,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T054850.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
38,020642F904F8193FE0632F061AAC25FE,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147508224,,"false","Nominal/Short",1970-02-02 22:10:11.517000,60159.25453756406,1970-02-02 21:59:26.084000,2023-08-03 06:06:32.045535,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T060632.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
39,02064EDFFD446BB6E0632F061AAC8503,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147507584,,"false","Nominal/Short",1970-02-02 20:39:24.867000,60159.19150504719,1970-02-02 20:28:40.084000,2023-08-03 04:35:46.036077,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T043546.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
40,0206656DA565B750E0632F061AACF184,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147507712,,"false","Nominal/Short",1970-02-02 20:57:06.974000,60159.2037967352,1970-02-02 20:46:22.084000,2023-08-03 04:53:28.037921,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T045328.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
41,02067C8F06EDE0FEE0632F061AAC9FBE,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147507840,,"false","Nominal/Short",1970-02-02 21:23:51.719000,60159.227824554706,1970-02-02 21:20:58.084000,2023-08-03 05:28:04.041527,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65536-1-C_20230803T051304.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
42,020F20E7E9A165A2E0632F061AAC7F8C,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147514880,,"false","FlatField",1970-02-03 14:07:12.192000,60159.92560354427,1970-02-03 14:05:46.084000,2023-08-03 22:12:52.146225,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65536-1-C_20230803T215624.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
43,020F2A4670B57142E0632F061AAC8001,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147515008,,"false","Nominal/Short",1970-02-03 14:20:00.747000,60159.92803410403,1970-02-03 14:09:16.083000,2023-08-03 22:16:22.146588,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T221600.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
44,020F54362AB2A3B9E0632F061AAC0A6C,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147508480,,"false","Nominal/Short",1970-02-02 22:47:50.807000,60159.280695016896,1970-02-02 22:37:06.084000,2023-08-03 06:44:12.049460,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T064412.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
45,020F6531E5B3B7CEE0632F061AAC0564,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147508608,,"false","Dark",1970-02-02 23:12:19.813000,60159.30195662789,1970-02-02 23:07:43.084000,2023-08-03 07:14:49.052650,"le1.visRawImage","0.2","s",200.0,,,"EUC_LE1_VIS-65536-1-C_20230803T070154.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
46,020F6E65EF14CD71E0632F061AAC4BF1,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147508608,,"false","Nominal/Short",1970-02-02 23:05:32.908000,60159.2929867049,1970-02-02 22:54:48.084000,2023-08-03 07:01:54.051304,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T070154.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
47,020FB333856A8699E0632F061AAC0994,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147508992,,"false","Nominal/Short",1970-02-03 00:00:54.833000,60159.33143584575,1970-02-02 23:50:10.084000,2023-08-03 07:57:16.057073,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T075716.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
48,020FBC6666609DBCE0632F061AAC0CA8,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147508736,,"false","Nominal/Short",1970-02-02 23:23:14.755000,60159.30527839292,1970-02-02 23:12:30.084000,2023-08-03 07:19:36.053148,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T071936.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
49,020FC327A6F6B07FE0632F061AACE158,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147508736,,"false","ChargeInjection",1970-02-02 23:29:28.693000,60159.31605387459,1970-02-02 23:28:01.083000,2023-08-03 07:35:07.054764,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65536-1-C_20230803T071936.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
50,020FCAA735FEC354E0632F061AAC8700,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147509120,,"false","Dark",1970-02-03 00:25:23.791000,60159.35125069496,1970-02-03 00:18:42.083000,2023-08-03 08:25:48.060045,"le1.visRawImage","0.2","s",325.0,,,"EUC_LE1_VIS-65536-1-C_20230803T081458.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
51,020FFF30AFC741C9E0632F061AAC87D5,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147509376,,"false","Nominal/Short",1970-02-03 00:56:16.874000,60159.3698849866,1970-02-03 00:45:32.084000,2023-08-03 08:52:38.062842,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T085216.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
52,021006E745735453E0632F061AACA6D7,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147509248,,"false","Dark",1970-02-03 00:43:35.974000,60159.36360025346,1970-02-03 00:36:29.084000,2023-08-03 08:43:35.061899,"le1.visRawImage","0.2","s",350.0,,,"EUC_LE1_VIS-65536-1-C_20230803T083240.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
53,0210103754556A6EE0632F061AAC0024,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147509248,,"false","Nominal/Short",1970-02-03 00:36:18.742000,60159.35601922178,1970-02-03 00:25:34.084000,2023-08-03 08:32:40.060762,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T083240.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
54,02101BD96EEB8546E0632F061AAC8BB8,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147509632,,"false","Nominal/Short",1970-02-03 01:31:40.891000,60159.394468362625,1970-02-03 01:20:56.084000,2023-08-03 09:28:02.066531,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T092802.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
55,0214F67FDFDB150FE0632F061AACD32D,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12323,,"false","Nominal/Short",1970-02-03 20:57:07.757000,60160.203810045925,1970-02-03 20:46:23.084000,2023-08-04 04:53:29.187968,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-00000-1-E_20230804T045325.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
56,02154EDC63479296E0632F061AAC4A59,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12325,,"false","Nominal/Short",1970-02-03 21:45:40.823000,60160.237525382254,1970-02-03 21:34:56.084000,2023-08-04 05:42:02.193027,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-00000-1-E_20230804T054158.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
57,0221DFB7F697C3F9E0632F061AACE54E,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12332,,"false","Nominal/Short",1970-02-04 00:33:28.723000,60160.359504760745,1970-02-04 00:30:35.083000,2023-08-04 08:37:41.211328,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-00000-1-E_20230804T082259.000000Z_02_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
58,0221F130BD6EDB2EE0632F061AACE61E,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12334,,"false","Nominal/Short",1970-02-04 01:02:06.816000,60160.373937656186,1970-02-04 00:51:22.084000,2023-08-04 08:58:28.213495,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-00000-1-E_20230804T085824.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
59,02220B9DB53DFF6EE0632F061AACD087,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12336,,"false","Nominal/Short",1970-02-04 01:46:32.722000,60160.410245589606,1970-02-04 01:43:39.083000,2023-08-04 09:50:45.218942,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-00000-1-E_20230804T093603.000000Z_02_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
60,0222260FA4F42529E0632F061AACF216,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12546,,"false","Nominal/Short",1970-02-04 03:32:08.241000,60160.481264231465,1970-02-04 03:25:55.084000,2023-08-04 11:33:01.229599,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T113258.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
