file	start	end	score	x_median_std_pec1	y_median_std_pec1	x_median_drift_pec1	y_median_drift_pec1	x_median_std_pec2	y_median_std_pec2	x_median_drift_pec2	y_median_drift_pec2	x_std	y_std	z_std
C_20230807T153024.000000Z_02	2023-08-07 15:45:02.705992	2023-08-07 15:46:32.225992	1.18	0.07520804150425202	0.08275894750721287	-0.0016208799324208402	0.0001345806688395497	0.06301334350407493	0.09019443712977458	0.0007900235835920012	-0.000341451831773032	6.5158907658122	6.748636814661013	125.62472342468091
C_20230807T154806.000000Z_01	2023-08-07 15:48:06.706312	2023-08-07 15:57:27.226312	0.28	0.04606342461870326	0.12908003608499713	-6.392297130080068e-05	0.00013809030047165082	0.049728295286162565	0.125996767294205	-0.0001239444912122063	-0.00014604154366200582	7.647775141486748	3.5318733243355096	152.51067146192423
C_20230807T160548.000000Z_01	2023-08-07 16:05:48.708157	2023-08-07 16:15:09.228157	0.52	0.05915614536026366	0.10752922284332256	-2.2828472430201922e-05	0.00013157845477635604	0.05667717776441428	0.11507859641163284	6.590096223152865e-06	-0.0001330719482347542	8.627094379505898	5.718021794430953	151.89222643748406
C_20230807T162524.000000Z_01	2023-08-07 16:25:46.710237	2023-08-07 16:35:07.230237	0.3	0.046624534172242424	0.14733752727038948	4.055080181266992e-05	-6.335829071242143e-05	0.04270794208756171	0.14766934645006694	8.051247378642454e-05	6.715697028634886e-05	10.153977880482444	4.065587164152419	182.04741335346964
C_20230807T162524.000000Z_02	2023-08-07 16:40:24.711761	2023-08-07 16:41:54.231761	1.57	0.07493117258525334	0.08722139372558821	-0.0008146131880778902	-0.001128272132766947	0.0646195162083471	0.08583197248113952	0.0007520951120785022	0.0011453198365279195	6.425233424377475	6.1872820818299	70.24824229549661
C_20230807T164328.000000Z_01	2023-08-07 16:43:28.712081	2023-08-07 16:52:49.232081	0.53	0.05323752408073708	0.11465534575739679	-2.5570851019499588e-05	-0.0002603430644020013	0.04137809241895637	0.12438975903210871	7.824072457548239e-05	0.00028267926474470867	6.462993277567331	3.449008212369439	161.61802647048322
C_20230807T170110.000000Z_01	2023-08-07 17:01:10.713926	2023-08-07 17:10:31.233926	2.32	0.11940856920673346	0.09900385927861811	-0.00043859035914918087	-0.00012175730791003295	0.1165359074802086	0.1187128803193436	0.00032538738171116035	9.784289267675042e-05	8.828375142163338	16.12277672930235	139.2753804398058
C_20230807T171852.000000Z_01	2023-08-07 17:18:52.715770	2023-08-07 17:28:13.235770	0.75	0.056342012391556624	0.09703711829641799	2.5181308163537943e-05	-6.148937434718462e-05	0.04602398426117159	0.10863338125993947	8.801857663566903e-05	6.291967296281918e-05	9.663402021788864	4.738046371877495	168.09856510739695
C_20230807T173828.000000Z_01	2023-08-07 17:38:50.717850	2023-08-07 17:48:11.237850	0.28	0.06680178997951725	0.14497987196347756	1.092483322265069e-05	-0.0002916701970638735	0.04861211557197109	0.15925496655899485	7.062043446237716e-05	0.0003147479798983561	7.79227603618533	5.176312998628769	198.73681442678355
C_20230807T175632.000000Z_01	2023-08-07 17:56:32.719695	2023-08-07 18:05:53.239695	1.12	0.059019768252901936	0.09551406933704147	-8.55039006561637e-05	-4.7036800901671536e-05	0.038947659134607134	0.08946559085540735	-4.5228673093036394e-05	3.297244503596115e-05	6.154307421962848	3.754167547876638	123.10475792067179
C_20230807T175632.000000Z_02	2023-08-07 18:11:10.721219	2023-08-07 18:12:40.241219	0.73	0.11450930410128354	0.1315736415129914	-0.0029893573431506834	-0.0011713391491124294	0.10308138176753358	0.13258959347338636	0.002139871425850691	0.0012773988355432946	18.59841615511701	12.583963778323827	116.26658294993065
C_20230807T181414.000000Z_01	2023-08-07 18:14:14.721539	2023-08-07 18:23:35.241539	0.36	0.05709484007891489	0.12554890027527663	4.770166416991e-05	0.00018082649573047054	0.047384108435548224	0.125298933741247	-4.0159036664627124e-05	-0.00018275081483084518	7.344716638753385	4.035647292830303	162.61097735873076
C_20230807T183156.000000Z_01	2023-08-07 18:31:56.723383	2023-08-07 18:41:17.243383	0.86	0.09703478764934124	0.15961569352339453	0.00021180245905496497	-0.00014785669023701845	0.10088534615952154	0.16026671578198848	-0.0003144892155496853	0.00012498587264898263	12.560998911658164	8.795916580244207	141.38208464562197
C_20230807T185132.000000Z_01	2023-08-07 18:51:54.725464	2023-08-07 19:01:15.245464	0.95	0.05009305491564502	0.08925394161777436	-1.7788603767501676e-05	-3.6078787989578335e-05	0.042478013288927884	0.09948586762401655	3.491957575150301e-05	4.887404224868267e-05	8.744229947452798	4.552039874026752	112.9955278894889
C_20230807T190936.000000Z_01	2023-08-07 19:09:36.727307	2023-08-07 19:18:57.247307	0.3	0.04882136437907379	0.11716250132061563	-0.00010492320960828354	-2.041243687476003e-05	0.04383085874713666	0.12202700248527644	8.816410665485506e-06	1.8128505205946776e-05	7.0976328332035905	3.4375970629404504	143.34720387572273
C_20230807T190936.000000Z_02	2023-08-07 19:24:14.728832	2023-08-07 19:25:44.248832	9.84	0.18380280183102626	0.16229177031180053	-0.005988805537151602	-0.005306895264308244	0.1728421859673854	0.1619999420090314	0.004924156885432175	0.0051606103023720115	18.678013533022963	19.426695559233917	46.89937345645094
C_20230807T192718.000000Z_01	2023-08-07 19:27:18.729152	2023-08-07 19:36:39.249152	0.26	0.061954807269267206	0.1294740223915999	8.843602277709224e-05	3.694645158620613e-06	0.051405213737478445	0.1348713604078557	-0.00011596392260028854	-2.1065491253411118e-05	7.910045789515006	5.128229880903883	155.02952853507136
C_20230807T194500.000000Z_01	2023-08-07 19:45:00.730997	2023-08-07 19:54:21.250997	0.27	0.06590058377699769	0.15614145424016185	1.755308090552718e-05	-2.8160008061267275e-05	0.05147366923771383	0.14543504294256607	9.024500704386461e-05	3.8928775312825446e-05	8.783817946594949	4.9221581844588345	174.11578055305762
C_20230807T200436.000000Z_01	2023-08-07 20:04:58.733076	2023-08-07 20:14:19.253076	0.34	0.05003299955657643	0.13209229868504657	-7.135848105789526e-06	0.0001374034379647377	0.04085866484066461	0.1346973341045563	-3.2731708009513175e-05	-0.00013850439137045483	7.5460419973326776	3.792948950926054	177.39323158174537
C_20230807T202240.000000Z_01	2023-08-07 20:22:40.734921	2023-08-07 20:32:01.254921	0.15	0.057498977951281664	0.14374813684262142	-3.433163073715532e-05	-9.190588972500817e-05	0.04083781323681525	0.14406064776985347	6.510215850655193e-05	0.00011108373329181321	7.759664086381644	3.7035895574542366	178.54234876858794
C_20230807T202240.000000Z_02	2023-08-07 20:37:18.736445	2023-08-07 20:38:48.256445	6367.41	0.051915358717252356	0.05598162326448355	0.0013789820512824813	0.0010895102413080618	0.052597737831426586	0.054712084851484946	-0.0015767529788680943	-0.0011425455097945274	7.227027852631111	3.5008994232775765	60.865757288671425
C_20230807T204022.000000Z_01	2023-08-07 20:40:22.736766	2023-08-07 20:49:43.256766	0.3	0.06582969794939737	0.12495153277904905	4.8233047843143534e-05	-0.00011703271417541264	0.048941541642726495	0.13423578022416485	1.142566257757857e-05	0.00012802885161035575	8.348550997774804	4.578501985713086	165.57508065759887
C_20230807T205804.000000Z_01	2023-08-07 20:58:04.738609	2023-08-07 21:07:25.258609	0.37	0.05247039692932367	0.14063702042022838	4.851588164423026e-06	7.013989618864184e-05	0.04729119260851878	0.15241101975139873	-4.627389221062679e-05	-5.4258867622048995e-05	8.495682640859174	3.725847943760964	187.38475577517383
C_20230807T211740.000000Z_01	2023-08-07 21:18:02.740691	2023-08-07 21:27:23.260691	6.68	0.1424196116417414	0.25839548671274365	-0.00022281737134366647	-0.000673560082228619	0.11561002457499288	0.2731306151422021	0.00029185803090565394	0.0007492654507928803	14.069012438715745	6.029744787189017	274.25500633275675
C_20230807T213544.000000Z_01	2023-08-07 21:35:44.742534	2023-08-07 21:45:05.262534	6.9	0.12553899683794975	0.27336213460739195	-0.0001454833615478224	-9.544153749389767e-05	0.08448513488809194	0.28517713920525917	1.5493130496903284e-05	8.648949171824212e-05	15.271779082032214	6.456020420854684	362.08297976963917
C_20230807T213544.000000Z_02	2023-08-07 21:50:22.744059	2023-08-07 21:51:52.264059	1.19	0.10586915273109637	0.23924822328231696	-0.001730079452480019	0.008609490448918346	0.09010013179787987	0.23330730932813656	0.0004890798231773912	-0.008450687454873209	36.026622875077344	10.703835434796918	212.09695789892376
C_20230807T215326.000000Z_01	2023-08-07 21:53:26.744379	2023-08-07 22:02:47.264379	2.68	0.09283174108064571	0.24856773022475614	-9.450088942923762e-05	4.479055026928025e-06	0.06551721999370311	0.25042126355999506	-7.380535056100524e-05	-2.0687720443713476e-05	14.573119972067964	7.232465814875603	360.9760286649199
C_20230807T221108.000000Z_01	2023-08-07 22:11:08.746223	2023-08-07 22:20:29.266223	12278.4	nan	nan	nan	nan	nan	nan	nan	nan	1100.2814297194839	1540.191718537878	13996.763456894498
C_20230807T223044.000000Z_01	2023-08-07 22:31:06.748303	2023-08-07 22:40:27.268303	0.82	0.08336604168236592	0.24627892462419176	-0.00017614656802565702	-0.0002435284236815434	0.08041538514858433	0.23446890206670243	0.00015255073848575987	0.0002135037079769983	19.368709952340613	10.379430837771356	263.6289857343254
C_20230807T224848.000000Z_01	2023-08-07 22:48:48.750148	2023-08-07 22:58:09.270148	1.07	0.07280405301587081	0.20410570584951968	2.534660990342527e-05	-9.891409803619649e-05	0.05438895682760141	0.2062764641353835	2.9144916774814996e-05	9.62219042516967e-05	11.436335666165073	5.0765692583078055	235.96226042406158
C_20230807T224848.000000Z_02	2023-08-07 23:03:26.751672	2023-08-07 23:04:56.271672	1.52	0.10797036878420355	0.17211246461516555	0.003687764687223323	0.0059654384811770895	0.0910519476362413	0.17385798101029484	-0.002766100298921937	-0.006028160725515439	27.99951327036135	19.423076577177078	53.86581709227949
C_20230807T230630.000000Z_01	2023-08-07 23:06:30.751993	2023-08-07 23:15:51.271993	2.62	0.05181662498457316	0.11587122510187994	-2.514900784100683e-05	-4.8464706205028547e-05	0.04509018716429644	0.11060407237732042	7.161919294226338e-05	6.12892977105216e-05	6.921828889007731	4.257909690862177	125.39779561547849
C_20230807T232412.000000Z_01	2023-08-07 23:24:12.753837	2023-08-07 23:33:33.273837	0.88	0.07747972828055182	0.2074642259692906	2.2520940707323464e-05	-0.00042000266531072735	0.06906310688010547	0.20354380303146885	0.00014282722327133956	0.00042578540779075936	12.167151473570414	6.122601699915098	200.70242952617093
C_20230807T234348.000000Z_01	2023-08-07 23:44:10.755916	2023-08-07 23:53:31.275916	1.58	0.05991099276883504	0.1783737375881226	-5.9114864710634006e-05	-1.5204395917013267e-05	0.055839327472329565	0.17586197583745203	-2.6332258965833262e-05	-8.941831841859483e-06	10.594956053418965	4.5622312091115935	232.85014612794654
C_20230808T000152.000000Z_01	2023-08-08 00:01:52.757761	2023-08-08 00:11:13.277761	3.07	0.05980871318060378	0.15638039003973117	7.029577313698375e-05	0.00020715022197018924	0.0424277119392269	0.16105926757623992	2.4329627485796403e-05	-0.00019717744381965457	9.962454747611776	4.438780863802685	159.4283622456365
C_20230808T000152.000000Z_02	2023-08-08 00:16:30.759285	2023-08-08 00:18:00.279285	3.01	0.09683355654209241	0.1470446670991229	-0.0011790808729255898	-0.0012501340205320441	0.09810633043288335	0.14575045320275296	0.0007445228385274795	0.0009245886529752248	16.093630887207087	8.350369180987412	28.488544306637422
C_20230808T001934.000000Z_01	2023-08-08 00:19:34.759606	2023-08-08 00:28:55.279606	4.84	0.05790919669258605	0.1075048908414046	-7.639318453470609e-05	-0.000134187559648044	0.04777537236584913	0.10394346063056008	8.960591549414442e-05	0.00012658652184208908	6.551627300501728	4.058502964136289	146.80804444701727
C_20230808T003716.000000Z_01	2023-08-08 00:37:16.761450	2023-08-08 00:46:37.281450	1.72	nan	nan	nan	nan	0.1372292946910791	0.21002380435165274	3.501342819844701e-05	0.00016878757484812848	28.824730965754206	20.52012170630628	455.07632408750766
C_20230808T005722.000000Z_01	2023-08-08 00:57:44.763583	2023-08-08 01:07:05.283583	15.64	0.048817787322639854	0.10874800756198161	8.047050443766706e-05	0.00017023342192053347	0.04797762113934266	0.11902968514553992	-0.00011074895018908646	-0.0001666553981163938	7.420369325554981	4.11040345314643	174.5865916073025
C_20230808T011526.000000Z_01	2023-08-08 01:15:26.765426	2023-08-08 01:24:47.285426	2668.64	2.4533975277495834	1.973390161938442	-0.014241918398817645	-0.011292962675775496	1.1848878832095233	2.511350385494732	0.004567119122247485	0.01429921815642583	163.21392427023034	242.58985360182868	604.0427447292225
C_20230808T011526.000000Z_02	2023-08-08 01:30:04.766951	2023-08-08 01:31:34.286951	5381.03	nan	nan	nan	nan	nan	nan	nan	nan	4944.90324487852	1218.3901268571021	593.8038123701947
C_20230808T013308.000000Z_01	2023-08-08 01:33:08.767272	2023-08-08 01:42:29.287272	10180.75	nan	nan	nan	nan	nan	nan	nan	nan	399.9028998288816	3769.188476974185	20668.52113500952
C_20230808T015050.000000Z_01	2023-08-08 01:50:50.769116	2023-08-08 02:00:11.289116	4222.7	1.839075004556812	2.079965218420112	-0.008926037209758438	-0.01263039899969135	1.1446152530778977	2.263233950348921	0.005066264117265857	0.013827881534503967	134.73896905805375	179.40213952528936	254.96506099892582
C_20230808T021026.000000Z_01	2023-08-08 02:10:48.771196	2023-08-08 02:20:09.291196	261.43	0.1043691302728729	0.14212268642195905	-0.00024633333123199344	5.708550502296734e-05	0.10234616026675149	0.14034758409597506	0.0001955696253772081	-8.271434392772409e-05	9.827009475929131	18.084914035737942	156.97639865865474
C_20230808T021026.000000Z_02	2023-08-08 02:25:26.772720	2023-08-08 02:26:56.292720	299.95	nan	nan	nan	nan	nan	nan	nan	nan	34.10025232081556	27.773546262912248	337.5739070416482
C_20230808T022830.000000Z_01	2023-08-08 02:28:30.773041	2023-08-08 02:37:51.293041	109.8	0.05389481031150057	0.1332142469485974	2.5182294821838777e-05	-4.3580046119484336e-05	0.044177403595402454	0.14213458113250999	-3.112597666905028e-05	5.461156207235603e-05	7.470631966944033	3.927536569927485	192.0168335567715
C_20230808T024612.000000Z_01	2023-08-08 02:46:12.774886	2023-08-08 02:55:33.294886	81.9	0.05499321386024481	0.12536686518877221	4.7785228693600336e-05	1.5464973573478566e-05	0.04200715116997037	0.12755609797657383	-5.19348356166668e-05	-1.2065824272636237e-05	7.987876331777572	3.569501305116418	153.6701655660095
C_20230808T030354.000000Z_01	2023-08-08 03:03:54.776729	2023-08-08 03:13:15.296729	123.43	0.05097958768300667	0.1370358907442399	-5.191354812546487e-05	6.76148075344586e-05	0.04084747982757281	0.13050965394138675	1.827195687599865e-05	-6.924795749377613e-05	7.902707422655126	3.37203404901478	165.4888183393389
C_20230808T032330.000000Z_01	2023-08-08 03:23:52.778810	2023-08-08 03:33:13.298810	137.23	0.05518958058329309	0.12124647819372006	-5.9735893205432574e-05	-0.0001549430160405226	0.049617360464901915	0.1343217358213127	1.026506420964196e-05	0.00016999255402169478	7.1373486446834775	5.061971909430611	164.98368984320766
C_20230808T032330.000000Z_02	2023-08-08 03:38:30.780334	2023-08-08 03:40:00.300334	12.59	0.07617249671895947	0.09600896776725507	0.002788109686658674	0.0022791941771725947	0.03845762596215279	0.09032092131994028	-0.0007734690015816856	-0.0019025017321536947	18.318405777467603	6.988835348252954	199.24627713011057
C_20230808T034134.000000Z_01	2023-08-08 03:41:34.780654	2023-08-08 03:50:55.300654	166.12	0.0442380578833371	0.12696165834969997	7.652000352276504e-05	-7.936909180177792e-05	0.044108588545441876	0.13967322742567403	-4.686805428037501e-05	8.914664440891019e-05	7.648398272682436	3.5276389250616265	155.7639596493066
C_20230808T035916.000000Z_01	2023-08-08 03:59:16.782498	2023-08-08 04:08:37.302498	113.97	0.06490960442883205	0.14823800447337873	-2.7311279789144913e-05	0.00014947207350000835	0.039985959767297984	0.13278472099201552	5.724524060162388e-05	-0.00013816099803425373	7.294440137673925	4.020051081922622	194.9741645172196
C_20230808T041658.000000Z_01	2023-08-08 04:16:58.784343	2023-08-08 04:26:19.304343	233.29	0.056171902626019586	0.11530837739522029	-4.5047814748749916e-05	2.3271756070686986e-05	0.040809847134493774	0.11776763637993481	-3.519287211475799e-05	-2.5258433861779464e-05	6.329080441087531	3.55197133343738	166.15359933097048
C_20230808T164714.000000Z_01	2023-08-08 16:47:36.862556	2023-08-08 16:56:57.382556	192.92	0.06549002931009902	0.16981972732655667	8.904279825987432e-06	1.697035957955775e-05	0.054863294857891785	0.16957024764540174	-4.052096129660073e-06	-1.691885162607043e-05	14.524205680781714	6.622647810272003	192.3797595439158
C_20230808T170518.000000Z_01	2023-08-08 17:05:18.864401	2023-08-08 17:14:39.384401	210.1	0.046314281469447695	0.1025669308135619	-5.002310411553056e-05	-8.199473599947579e-05	0.03466235935420025	0.1065020860339391	-5.109170860239393e-05	6.137326044245747e-05	7.024924972654936	3.458585608974052	121.401205143786
C_20230808T170518.000000Z_02	2023-08-08 17:19:56.865925	2023-08-08 17:21:26.385925	421.38	0.10222115863871191	0.17604955701004998	-0.0026903754488360448	-0.003262080770280239	0.09415732844554282	0.17812522708317086	0.0015491246959073047	0.0030420481404602405	11.269234556797976	6.862619261431192	50.42497181089916
C_20230808T172300.000000Z_01	2023-08-08 17:23:00.866246	2023-08-08 17:32:21.386246	204.22	0.05813545027357349	0.12364495959421688	-7.453412473619608e-05	0.00036015310352541794	0.058102355509074236	0.12286764949556243	0.00011517983754407162	-0.0003482928737727253	8.051483091973433	4.7479778358187765	143.97921717588127
C_20230808T174042.000000Z_01	2023-08-08 17:40:42.868090	2023-08-08 17:50:03.388090	208.76	0.059927545623909895	0.13771616575314777	5.924712510462965e-06	-6.945228944770598e-05	0.0486494650385046	0.15517721113732313	8.482343338363375e-05	8.014207540771793e-05	8.793768903986665	4.814764643729265	167.42752829439317
C_20230808T180018.000000Z_01	2023-08-08 18:00:40.870170	2023-08-08 18:10:01.390170	12181.97	nan	nan	nan	nan	nan	nan	nan	nan	4961.465650615111	5548.818887745736	103383.63836519823
C_20230808T181822.000000Z_01	2023-08-08 18:18:22.872014	2023-08-08 18:27:43.392014	8006.11	nan	nan	nan	nan	nan	nan	nan	nan	237.9934533799089	720.4283273569772	7395.64994057817
C_20230808T181822.000000Z_02	2023-08-08 18:33:00.873538	2023-08-08 18:34:30.393538	2146.99	nan	nan	nan	nan	nan	nan	nan	nan	4893.438212402757	1296.396553453302	503.54131905479676
C_20230808T183604.000000Z_01	2023-08-08 18:36:04.873859	2023-08-08 18:45:25.393859	6800.47	nan	nan	nan	nan	nan	nan	nan	nan	99.64693499420427	208.1422819042282	230.66926468024735
C_20230808T185346.000000Z_01	2023-08-08 18:53:46.875703	2023-08-08 19:03:07.395703	8588.1	nan	nan	nan	nan	nan	nan	nan	nan	114.94029125793968	196.52291916893842	184.5610600093012
C_20230808T191322.000000Z_01	2023-08-08 19:13:44.877783	2023-08-08 19:23:05.397783	1003.46	0.04748513752407453	0.1037642580254277	1.2750525570193201e-05	4.130363667313068e-05	0.045922895779182744	0.10088944672045895	-6.135249295951051e-05	-2.6097568226572113e-05	6.187120096982551	3.3382414610471254	166.9043764256672
C_20230808T193126.000000Z_01	2023-08-08 19:31:26.879627	2023-08-08 19:40:47.399627	381.03	0.05665379285296902	0.12746110376072342	2.6707597328402568e-05	-2.2240473032893306e-05	0.0436056245519233	0.1295432701570091	4.589834176522607e-07	4.211522796321611e-05	6.8641136491612444	4.084286478683503	161.1011838348792
C_20230808T193126.000000Z_02	2023-08-08 19:46:04.881152	2023-08-08 19:47:34.401152	450.96	0.08201350284212006	0.2114494057947344	-6.107819656838765e-05	-0.00806241597792988	0.08117272382863013	0.2071485366832317	0.0004687546592605444	0.007944380024434984	12.989350496981398	10.365714491600832	118.80772958387735
C_20230808T194908.000000Z_01	2023-08-08 19:49:08.881472	2023-08-08 19:58:29.401472	1293.05	0.046608256637402284	0.14340170502807417	-7.237842314667508e-05	-0.00011624592242261959	0.04485224963721435	0.14847377039687418	9.282544767559708e-05	0.00012327460996844146	8.504897964115623	3.5472090236614484	162.3130312393242
C_20230808T200650.000000Z_01	2023-08-08 20:06:50.883317	2023-08-08 20:16:11.403317	770.31	0.05607343259274129	0.12325005233355456	8.4474738923491e-05	0.00022247791071504857	0.04753800259983063	0.1255287682344585	-2.1039252459702814e-05	-0.00021790675723361874	10.673586809647144	3.967436476072213	182.15489995996907
C_20230809T011912.000000Z_01	2023-08-09 01:19:33.915900	2023-08-09 01:28:54.435900	12797.26	1.1846596417431463	1.0145590939417932	-0.007101718317530637	-0.007531317667169988	1.1954746320081344	1.0057055120163148	-0.007078061903817361	-0.00745144443178224	1829.2525894189703	544.8040198025514	356.4123252520908
C_20230809T013716.000000Z_01	2023-08-09 01:37:15.917744	2023-08-09 01:46:36.437744	11800.17	nan	nan	nan	nan	nan	nan	nan	nan	93.25484238311358	81.27895415335367	236.78136780774673
C_20230809T013716.000000Z_02	2023-08-09 01:51:53.919269	2023-08-09 01:53:23.439269	5884.96	nan	nan	nan	nan	nan	nan	nan	nan	5426.909925889052	1266.4457738219226	411.2153092969604
C_20230809T015458.000000Z_01	2023-08-09 01:54:57.919590	2023-08-09 02:04:18.439590	647.19	0.06427573237157168	0.13993860712931283	-0.00018558813509357114	0.0003424481961389956	0.04350108325810473	0.1264910724318416	3.1963494641281106e-05	0.00030678181818103876	7.597043561527209	6.091328881123216	195.06744255890672
C_20230809T023216.000000Z_01	2023-08-09 02:32:37.923513	2023-08-09 02:41:58.443513	498.63	nan	nan	nan	nan	0.1646134927139052	0.3341030029523899	-0.0002588537182780446	-0.00042274088328707343	34.5912471233867	25.285191485656853	309.53652457107734
C_20230809T025020.000000Z_01	2023-08-09 02:50:19.925358	2023-08-09 02:59:40.445358	414.22	0.050367469467356436	0.11683762843097972	-2.862863665819055e-06	7.671289991724766e-05	0.04068705659680862	0.10828766215255764	9.297628238232065e-05	5.889441422646206e-05	6.439429692216501	3.482689975949236	165.04884839188523
C_20230809T025020.000000Z_02	2023-08-09 03:04:57.926883	2023-08-09 03:06:27.446883	84.98	0.0336328114971466	0.09631378663712042	-6.606408354874955e-05	0.002191182257383933	0.05814106945974868	0.09759465305570955	0.002097799928461464	0.0024608652339504285	7.360989009451768	7.920809778852401	156.76814762562884
C_20230809T030802.000000Z_01	2023-08-09 03:08:01.927203	2023-08-09 03:17:22.447203	246.97	0.05677527980287162	0.1712780466265233	-0.00015442851095700565	0.0004183835355455975	0.04396375644769004	0.17074203020739998	-7.599377187077684e-05	0.0003895404775321466	7.573292248692278	3.37103619719502	175.15457382186182
C_20230809T032544.000000Z_01	2023-08-09 03:25:43.929047	2023-08-09 03:35:04.449047	362.09	0.0613583580221381	0.13906200928522255	-7.185775421437283e-05	-7.908009757415163e-05	0.05535558365081931	0.137929496111322	-6.387094156864267e-05	-9.904716330686527e-05	6.991700490584265	4.9450888621150595	201.7552763864642
C_20230809T034520.000000Z_01	2023-08-09 03:45:41.931127	2023-08-09 03:55:02.451127	8619.34	0.6384466031997614	0.8596934995419427	nan	nan	nan	nan	nan	nan	84.33988721338346	70.08697530437857	344.1903210990916
C_20230809T040324.000000Z_01	2023-08-09 04:03:23.932971	2023-08-09 04:12:44.452971	546.87	nan	nan	nan	nan	nan	nan	nan	nan	588.6790745196383	257.63047778307333	1550.1404203596517
C_20230809T040324.000000Z_02	2023-08-09 04:18:01.934496	2023-08-09 04:19:31.454496	12223.74	nan	nan	nan	nan	nan	nan	nan	nan	5489.864295310722	1362.9363895307729	592.7466699885273
C_20230809T042106.000000Z_01	2023-08-09 04:21:05.934816	2023-08-09 04:30:26.454816	12484.82	nan	nan	nan	nan	0.6728799961066657	0.7191145581890265	-0.0002672805372152341	0.007088569226675953	165.47629569779343	179.5539145508796	272.3117007306784
C_20230809T043848.000000Z_01	2023-08-09 04:38:47.936661	2023-08-09 04:48:08.456661	2922.44	nan	nan	nan	nan	nan	nan	nan	nan	139.61929845102802	186.12242843999425	266.66168920973547
C_20230809T045824.000000Z_01	2023-08-09 04:58:45.938740	2023-08-09 05:08:06.458740	12994.58	nan	nan	nan	nan	nan	nan	nan	nan	1935.0925661278054	636.568387947194	195.816625808098
C_20230809T045824.000000Z_02	2023-08-09 05:13:23.940266	2023-08-09 05:14:53.460266	11052.16	nan	nan	nan	nan	nan	nan	nan	nan	5069.821496540046	1198.9080125329128	217.15325981620765
C_20230809T051628.000000Z_01	2023-08-09 05:16:27.940584	2023-08-09 05:25:48.460584	5858.82	1.1289615225019547	2.025146873669707	0.00567369926318267	0.015780042456466966	1.1509599861323752	2.0094088570341175	0.006063912119998526	0.015650052133264192	151.37313826998914	171.0409011775695	277.19844942844344
C_20230809T053410.000000Z_01	2023-08-09 05:34:09.942430	2023-08-09 05:43:30.462430	3952.15	nan	nan	nan	nan	nan	nan	nan	nan	4770.49777829647	14120.711398935886	818.1222243993556
C_20230809T055152.000000Z_01	2023-08-09 05:51:51.944274	2023-08-09 06:01:12.464274	3522.34	nan	nan	nan	nan	nan	nan	nan	nan	3686.7663520683877	6223.476843333531	1066.8497476410878
C_20230809T061128.000000Z_01	2023-08-09 06:11:49.946355	2023-08-09 06:21:10.466355	4931.69	nan	nan	nan	nan	nan	nan	nan	nan	210.26548095411752	285.62214994933913	368.2031652719942
C_20230809T062932.000000Z_01	2023-08-09 06:29:31.948199	2023-08-09 06:38:52.468199	2617.32	1.5628281529557886	1.8150206638477733	0.006033176800746524	0.009188651411132141	1.5535174872349766	1.7983092842649753	0.005891402263009422	0.009084078858473144	149.05792234218396	193.18193750470851	240.0059710029241
C_20230809T062932.000000Z_02	2023-08-09 06:44:09.949724	2023-08-09 06:45:39.469724	11602.6	nan	nan	nan	nan	nan	nan	nan	nan	5425.04164884228	1318.7174333925452	698.8162118727809
C_20230809T064714.000000Z_01	2023-08-09 06:47:13.950043	2023-08-09 06:56:34.470043	9861.93	nan	nan	nan	nan	nan	nan	nan	nan	155.07027867259083	222.03680136418404	240.95467655891116
C_20230809T070456.000000Z_01	2023-08-09 07:04:55.951886	2023-08-09 07:14:16.471886	13092.55	nan	nan	nan	nan	nan	nan	nan	nan	13550.2906169141	1116.4827729599342	1229.8116833202614
C_20230809T072432.000000Z_01	2023-08-09 07:24:53.953968	2023-08-09 07:34:14.473968	5768.5	nan	nan	nan	nan	nan	nan	nan	nan	10260.860871651725	592.9462977431597	464.9084335240912
C_20230809T072432.000000Z_02	2023-08-09 07:39:31.955493	2023-08-09 07:41:01.475493	4981.48	nan	nan	nan	nan	nan	nan	nan	nan	5316.828718112625	1361.1841562565241	222.77397945198172
C_20230809T074236.000000Z_01	2023-08-09 07:42:35.955812	2023-08-09 07:51:56.475812	4668.03	nan	nan	nan	nan	nan	nan	nan	nan	9903.200292861982	834.8765710056504	1097.664450311797
C_20230809T080018.000000Z_01	2023-08-09 08:00:17.957657	2023-08-09 08:09:38.477657	4134.14	nan	nan	nan	nan	nan	nan	nan	nan	9351.783894032013	1284.456701553653	654.852785937762
C_20230809T081800.000000Z_01	2023-08-09 08:17:59.959501	2023-08-09 08:27:20.479501	3490.06	nan	nan	nan	nan	nan	nan	nan	nan	8284.29029459749	1300.9732281941317	855.039616943618
C_20230809T083736.000000Z_01	2023-08-09 08:37:57.961581	2023-08-09 08:47:18.481581	13657.25	nan	nan	nan	nan	nan	nan	nan	nan	1967.4673223554382	673.9945434538421	276.2240807382982
C_20230809T085540.000000Z_01	2023-08-09 08:55:39.963425	2023-08-09 09:05:00.483425	3713.38	2.2218661735190484	1.4732593288592342	0.010999989759203146	0.0017880005071651615	2.270492590011284	1.4593433241572495	0.011351757633806858	0.0016385660320323886	146.52248549590274	198.82821296920093	271.5555308088312
C_20230809T085540.000000Z_02	2023-08-09 09:10:17.964949	2023-08-09 09:11:47.484949	1976.28	nan	nan	nan	nan	nan	nan	nan	nan	5158.966179298418	1234.0497316017065	378.1398404511331
